marca;modelo;estado;cor;quilometragem;end_tag;combustivel;ano;cambio;unico_dono;tipo;versao;direcao;portas;extra;preco;
FIAT;PALIO;mg;Cinza;162000;9;Gasolina;2001;;Nxe3o;Passeio;PALIO YOUNG 1.0 MPI 8V 2P;Mecxe2nica;2 portas;alarme, trava elxe9trica, vidro elxe9trico, som;9000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-547165542?xtmc=fiat+uno&xtnp=51&xtcr=37;
FIAT;UNO;mg;Preto;122000;9;Flex;2010;Manual;Nxe3o;Hatch;UNO MILLE WAY ECONOMY 1.0 F.FLEX 4P;Mecxe2nica;4 portas;vidro elxe9trico, trava elxe9trica, alarme, som;17000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-547149153?xtmc=fiat+uno&xtnp=51&xtcr=38;
FIAT;UNO;mg;Prata;69000;2;Gasolina;2004;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;ar condicionado, trava elxe9trica, vidro elxe9trico, som;12800;https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-547146078?xtmc=fiat+uno&xtnp=51&xtcr=39;
FIAT;UNO;mg;Prata;125000;6;Flex;2012;Manual;Nxe3o;Hatch;UNO VIVACE/RUA 1.0 EVO FIRE FLEX 8V 5P;;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, alarme, som;20800;https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-547144767?xtmc=fiat+uno&xtnp=51&xtcr=40;
FIAT;UNO;mg;Cinza;162000;2;Gasolina;2002;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;trava elxe9trica, alarme, som;8000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2002-547140384?xtmc=fiat+uno&xtnp=51&xtcr=41;
FIAT;UNO;mg;Branco;197500;8;Flex;2010;Manual;Nxe3o;Passeio;UNO WAY 1.0 EVO FIRE FLEX 8V 5P;Mecxe2nica;4 portas;vidro elxe9trico, trava elxe9trica, alarme;14800;https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-547133576?xtmc=fiat+uno&xtnp=51&xtcr=42;
FIAT;UNO;mg;Prata;1;;;2003;;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;trava elxe9trica, alarme, som;8500;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-fire-03-03-boa-demais-535150552?xtmc=fiat+uno&xtnp=51&xtcr=43;
FIAT;UNO;mg;;45800;;Flex;2016;Manual;;;UNO VIVACE CELEB. 1.0 EVO F. FLEX 8V 3P;;2 portas;air bag;27000;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2016-1-0-evo-vivace-8v-flex-2p-manual-547113778?xtmc=fiat+uno&xtnp=51&xtcr=45;
FIAT;UNO;mg;;114;;Gasolina;2004;;;;;;2 portas;;11000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2004-legalizado-troco-por-moto-547109202?xtmc=fiat+uno&xtnp=51&xtcr=46;
FIAT;UNO;mg;Preto;111111;0;Gasolina;1994;Manual;Nxe3o;Passeio;;Mecxe2nica;2 portas;ar condicionado, trava elxe9trica, alarme, som;9500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/venda-547102176?xtmc=fiat+uno&xtnp=51&xtcr=47;
FIAT;UNO;mg;Prata;160000;;Flex;2006;Manual;Nxe3o;;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;;2 portas;;8000;https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-1-0-fire-flex-economy-2p-547083385?xtmc=fiat+uno&xtnp=51&xtcr=48;
FIAT;STRADA;mg;Prata;158000;4;Flex;2008;Manual;;Pick-up;STRADA 1.4 MPI FIRE FLEX 8V CS;Mecxe2nica;2 portas;;18500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-547045453?xtmc=fiat+uno&xtnp=51&xtcr=49;
HONDA;FIT;mg;Cinza;120000;1;Gasolina;2005;Manual;Nxe3o;Hatch;FIT LX 1.4/ 1.4 FLEX 8V/16V 5P MEC.;Elxe9trica;;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme;17600;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-preferencia-uno-ate-9-000-547032222?xtmc=fiat+uno&xtnp=51&xtcr=50;
HONDA;FIT;mg;Cinza;120000;1;Gasolina;2005;Manual;Nxe3o;Hatch;FIT LX 1.4/ 1.4 FLEX 8V/16V 5P MEC.;Elxe9trica;;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme;17600;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-preferencia-uno-ate-9-000-547032222?xtmc=fiat+uno&xtnp=52&xtcr=1;
FIAT;UNO;mg;Vermelho;80000;8;Flex;2012;Manual;Sim;;UNO ATTRACTIVE 1.4 EVO FIRE FLEX 8V 4P;Hidrxe1ulica;4 portas;vidro elxe9trico, trava elxe9trica, alarme, som;25500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-novo-uno-547005217?xtmc=fiat+uno&xtnp=52&xtcr=3;
FIAT;UNO;mg;Prata;65985;1;Flex;2015;Manual;Nxe3o;Passeio;UNO WAY CELEB. 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme, som;28999;https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/autos-e-pecas/carros-vans-e-utilitarios/uno-way-celebration-15-15-completo-todo-em-dias-547003054?xtmc=fiat+uno&xtnp=52&xtcr=4;
FIAT;PALIO;mg;Cinza;1;6;Gasolina;2003;Manual;Nxe3o;Passeio;PALIO 1.0/ TROFEO 1.0 FIRE/ FIRE FLEX 2P;Mecxe2nica;2 portas;vidro elxe9trico, trava elxe9trica, alarme;9500;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-fire-2003-546980789?xtmc=fiat+uno&xtnp=52&xtcr=5;
FIAT;STRADA;mg;Branco;40500;9;Flex;2017;Manual;Nxe3o;Pick-up;STRADA WORKING 1.4 MPI FIRE FLEX 8V CD;Hidrxe1ulica;2 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme, som;37000;https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/strada-hard-working-1-4-cabine-simples-ano-2017-546967970?xtmc=fiat+uno&xtnp=52&xtcr=6;
;;mg;Azul;0;;Gasolina;2002;Manual;Nxe3o;Hatch;;Mecxe2nica;4 portas;trava elxe9trica, alarme, som;9000;https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-fire-2002-546962320?xtmc=fiat+uno&xtnp=52&xtcr=7;
FIAT;UNO;mg;Amarelo;77000;1;Flex;2011;Manual;Nxe3o;Hatch;UNO VIVACE/RUA 1.0 EVO FIRE FLEX 8V 5P;;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, alarme, som;21000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546943861?xtmc=fiat+uno&xtnp=52&xtcr=9;
FIAT;UNO;mg;Vermelho;147000;8;Flex;2009;Manual;Nxe3o;Hatch;UNO WAY CELEB. 1.0 EVO FIRE FLEX 8V 5P;Mecxe2nica;4 portas;alarme, trava elxe9trica, vidro elxe9trico, som;12000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-1-0-so-pegar-e-rodar-546936568?xtmc=fiat+uno&xtnp=52&xtcr=10;
FIAT;UNO;mg;Branco;87000;0;Flex;2013;Manual;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;alarme, trava elxe9trica;16500;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-economy-1-0-fire-2013-2p-544448333?xtmc=fiat+uno&xtnp=52&xtcr=11;
FIAT;UNO;mg;Azul;45000;2;Flex;2013;Manual;Nxe3o;Passeio;UNO WAY 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, som;22500;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-1-0-2013-546910355?xtmc=fiat+uno&xtnp=52&xtcr=12;
FIAT;UNO;mg;Azul;130000;4;Gasolina;1993;Manual;Sim;Hatch;UNO MILLE 1.0 ELECTRONIC 4P;Mecxe2nica;2 portas;;7000;https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546885334?xtmc=fiat+uno&xtnp=52&xtcr=14;
;;mg;;117000;;Gasolina;2003;Manual;;;;;4 portas;alarme, trava elxe9trica, vidro elxe9trico;10700;https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-fire-2003-4p-546870563?xtmc=fiat+uno&xtnp=52&xtcr=15;
FIAT;UNO;mg;Prata;49000;6;Flex;2016;Manual;Sim;Hatch;UNO ATTRACTIVE 1.0 FLEX 6V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica;28590;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-545279282?xtmc=fiat+uno&xtnp=52&xtcr=16;
FIAT;UNO;mg;Cinza;213400;8;Gasolina;1994;Manual;Nxe3o;Hatch;UNO MILLE 1.0 ELECTRONIC 4P;Mecxe2nica;4 portas;vidro elxe9trico;5500;https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-94-546857246?xtmc=fiat+uno&xtnp=52&xtcr=17;
FIAT;UNO;mg;Branco;130000;8;Gasolina;2012;Manual;Sim;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;;15000;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-544405463?xtmc=fiat+uno&xtnp=52&xtcr=18;
FIAT;UNO;mg;Prata;94000;8;Flex;2007;Manual;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;vidro elxe9trico, trava elxe9trica, alarme, som;13000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-fiat-uno-546846655?xtmc=fiat+uno&xtnp=52&xtcr=19;
FIAT;STRADA;mg;Prata;70000;;Flex;2013;Manual;Sim;Pick-up;STRADA 1.4 MPI FIRE FLEX 8V CS;Hidrxe1ulica;;alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;27900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/oportunidade-546830188?xtmc=fiat+uno&xtnp=52&xtcr=21;
FIAT;UNO;mg;Preto;90000;;Flex;2013;Manual;Nxe3o;Hatch;UNO MILLE WAY ECONOMY 1.0 F.FLEX 2P;Mecxe2nica;2 portas;alarme, vidro elxe9trico;18000;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546821578?xtmc=fiat+uno&xtnp=52&xtcr=22;
FIAT;UNO;mg;Preto;83000;6;Flex;2013;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;2 portas;vidro elxe9trico, alarme, trava elxe9trica, som;18900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-uno-top-546815208?xtmc=fiat+uno&xtnp=52&xtcr=23;
FIAT;UNO;mg;Prata;168300;5;Gasolina;2001;Manual;Sim;Passeio;UNO MILLE/ MILLE EX/ SMART 4P;Mecxe2nica;4 portas;vidro elxe9trico, trava elxe9trica;8200;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546777855?xtmc=fiat+uno&xtnp=52&xtcr=25;
FIAT;PALIO;mg;Vermelho;107000;4;Flex;2008;Manual;Nxe3o;Passeio;PALIO 1.8R MPI FLEX 8V 4P;Hidrxe1ulica;4 portas;alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;11300;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-546762126?xtmc=fiat+uno&xtnp=52&xtcr=27;
FIAT;UNO;mg;Cinza;70000;5;Flex;2012;Manual;Nxe3o;Hatch;UNO VIVACE CELEB. 1.0 EVO F. FLEX 8V 3P;Hidrxe1ulica;4 portas;alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;22800;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vivace-celebration-1-0-completo-546755077?xtmc=fiat+uno&xtnp=52&xtcr=28;
FORD;FOCUS;mg;Prata;121;8;Flex;2011;Manual;Nxe3o;Hatch;FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5P;Hidrxe1ulica;4 portas;som, vidro elxe9trico, trava elxe9trica, cxe2mera de rxe9, air bag, ar condicionado, alarme;28800;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-focus-1-6-2011-546744625?xtmc=fiat+uno&xtnp=52&xtcr=30;
FIAT;UNO;mg;Branco;102;6;Flex;2008;Manual;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;alarme, ar condicionado, som;14800;https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546738168?xtmc=fiat+uno&xtnp=52&xtcr=31;
FIAT;UNO;mg;;179000;;Flex;2011;Manual;;Hatch;UNO MILLE CELEB. WAY ECON. 1.0 F.FLEX 4P;Mecxe2nica;;;17000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546733068?xtmc=fiat+uno&xtnp=52&xtcr=32;
FIAT;UNO;mg;Azul;139510;8;Gasolina;1999;Manual;Nxe3o;Hatch;UNO MILLE/ MILLE EX/ SMART 4P;Mecxe2nica;4 portas;vidro elxe9trico, trava elxe9trica, alarme;10000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546723293?xtmc=fiat+uno&xtnp=52&xtcr=33;
FIAT;UNO;mg;Prata;44;1;Flex;2015;Manual;Sim;Passeio;UNO WAY 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;air bag, ar condicionado, trava elxe9trica, vidro elxe9trico, som, cxe2mera de rxe9;30000;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546705212?xtmc=fiat+uno&xtnp=52&xtcr=34;
FIAT;UNO;mg;Verde;0;;Flex;2008;Manual;;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;trava elxe9trica, vidro elxe9trico;15000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-top-2007-2008-546671509?xtmc=fiat+uno&xtnp=52&xtcr=35;
FIAT;UNO;mg;Prata;1;;Flex;2007;Manual;;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;;4 portas;trava elxe9trica, vidro elxe9trico, alarme, som;13800;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2007-546660649?xtmc=fiat+uno&xtnp=52&xtcr=36;
FIAT;UNO;mg;Cinza;139000;5;Flex;2006;Manual;;Hatch;UNO WAY 1.0 EVO FIRE FLEX 8V 2P;;2 portas;;11500;https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546658527?xtmc=fiat+uno&xtnp=52&xtcr=37;
FIAT;UNO;mg;Azul;0;9;Gasolina;2000;Manual;Nxe3o;Passeio;UNO MILLE/ MILLE EX/ SMART 2P;Mecxe2nica;2 portas;;7500;https://mg.olx.com.br/regiao-de-divinopolis/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546632967?xtmc=fiat+uno&xtnp=52&xtcr=38;
TOYOTA;ETIOS;mg;Prata;82000;6;Flex;2014;Manual;Nxe3o;Hatch;ETIOS 1.3 FLEX 16V 5P MEC.;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme, som, sensor de rxe9;28999;https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/autos-e-pecas/carros-vans-e-utilitarios/lindo-toyota-etios-1-3-flex-ano-2014-extra-546621966?xtmc=fiat+uno&xtnp=52&xtcr=39;
FIAT;UNO;mg;Prata;250000;4;Gasolina;2003;Manual;;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;;8500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546619277?xtmc=fiat+uno&xtnp=52&xtcr=40;
FIAT;UNO;mg;Branco;103000;1;Flex;2013;Manual;Nxe3o;Passeio;UNO SPORTING 1.4 EVO FIRE FLEX 8V 4P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme, som;28900;https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/uno-sporting-12-13-impecavel-546612930?xtmc=fiat+uno&xtnp=52&xtcr=41;
FIAT;UNO;mg;Prata;86500;;Flex;2011;Manual;Sim;Passeio;UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, alarme;19500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-fiat-uno-vivace-2011-546603352?xtmc=fiat+uno&xtnp=52&xtcr=42;
FIAT;UNO;mg;Preto;2000;1;Flex;2017;Manual;Nxe3o;Passeio;UNO WAY 1.3 FLEX 8V 5P;Hidrxe1ulica;4 portas;air bag, trava elxe9trica, ar condicionado, alarme, vidro elxe9trico, som;28000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2017-546591491?xtmc=fiat+uno&xtnp=52&xtcr=43;
FIAT;UNO;mg;Prata;80000;4;Flex;2008;;Nxe3o;Hatch;UNO WAY CELEB. 1.0 EVO FIRE FLEX 8V 5P;Mecxe2nica;4 portas;alarme, ar condicionado, trava elxe9trica, vidro elxe9trico;15000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546588941?xtmc=fiat+uno&xtnp=52&xtcr=44;
FIAT;UNO;mg;Vermelho;213680;1;Gasolina;1997;Manual;Nxe3o;Passeio;UNO MILLE SX 2P E 4P;Mecxe2nica;4 portas;alarme, trava elxe9trica, vidro elxe9trico;8500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546584787?xtmc=fiat+uno&xtnp=52&xtcr=45;
FIAT;UNO;mg;Vermelho;68000;9;Flex;2011;Manual;Nxe3o;Hatch;UNO VIVACE 1.0 EVO FIRE FLEX 8V 3P;Hidrxe1ulica;2 portas;trava elxe9trica, alarme, som;18999;https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546573118?xtmc=fiat+uno&xtnp=52&xtcr=46;
FIAT;UNO;mg;Branco;92000;;Gasolina;2013;Manual;;Hatch;UNO MILLE CELEB. WAY ECON. 1.0 F.FLEX 2P;;2 portas;alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, sensor de rxe9;19000;https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-celebration-completo-546535626?xtmc=fiat+uno&xtnp=52&xtcr=47;
FIAT;UNO;mg;;120000;;Gasolina;1995;Manual;;;;;2 portas;;5900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546526581?xtmc=fiat+uno&xtnp=52&xtcr=48;
FIAT;UNO;mg;Cinza;123173;9;Flex;2011;Manual;Nxe3o;Passeio;UNO MILLE WAY ECONOMY 1.0 F.FLEX 4P;Mecxe2nica;4 portas;vidro elxe9trico, trava elxe9trica, alarme;18500;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546520708?xtmc=fiat+uno&xtnp=52&xtcr=49;
FIAT;UNO;mg;;1;3;Flex;2005;Manual;;;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;;4 portas;vidro elxe9trico, trava elxe9trica, alarme, som;12000;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546503238?xtmc=fiat+uno&xtnp=52&xtcr=50;
FIAT;PALIO;mg;Vermelho;136000;7;Gasolina;2001;Manual;Nxe3o;Passeio;PALIO WEEKEND ADVENTURE 1.6 8V/16V;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica;10500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-weekend-adventure-2001-2002-546499544?xtmc=fiat+uno&xtnp=53&xtcr=1;
FIAT;UNO;mg;Vermelho;213951;7;Gasolina;1994;Manual;Sim;Passeio;UNO MILLE 1.0/ I.E./ ELECTRONIC/  BRIO;Mecxe2nica;2 portas;trava elxe9trica, alarme;7500;https://mg.olx.com.br/regiao-de-divinopolis/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-fiat-uno-546491092?xtmc=fiat+uno&xtnp=53&xtcr=2;
;;mg;Vermelho;25927;3;Gasolina;1998;Manual;Nxe3o;Passeio;;Hidrxe1ulica;2 portas;trava elxe9trica, vidro elxe9trico, som;5500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vende-se-546466972?xtmc=fiat+uno&xtnp=53&xtcr=3;
FIAT;;mg;Verde;199999;;;1988;;;;;;;;2999;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-88-546464793?xtmc=fiat+uno&xtnp=53&xtcr=4;
FIAT;UNO;mg;Cinza;32525;;xc1lcool;1987;Manual;Nxe3o;Antigo;;Hidrxe1ulica;2 portas;;3500;https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/carro-546456306?xtmc=fiat+uno&xtnp=53&xtcr=5;
FIAT;UNO;mg;Branco;145000;;Gasolina;2000;Manual;Nxe3o;Passeio;UNO MILLE/ MILLE EX/ SMART 4P;Mecxe2nica;4 portas;som;9000;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546447660?xtmc=fiat+uno&xtnp=53&xtcr=6;
FIAT;UNO;mg;Azul;236;2;Gasolina;2003;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;vidro elxe9trico;9500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546440631?xtmc=fiat+uno&xtnp=53&xtcr=7;
FIAT;UNO;mg;Branco;154;0;Flex;2012;Manual;Sim;Van/Utilitxe1rio;UNO FURGxc3O 1.3 MPI FIRE/ FIRE FLEX 8V;Mecxe2nica;2 portas;;13900;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546439772?xtmc=fiat+uno&xtnp=53&xtcr=8;
FIAT;UNO;mg;Cinza;149000;2;Flex;2011;Manual;;Hatch;UNO MILLE CELEB. WAY ECON. 1.0 F.FLEX 4P;Hidrxe1ulica;4 portas;alarme, trava elxe9trica, vidro elxe9trico, som;16500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546436867?xtmc=fiat+uno&xtnp=53&xtcr=9;
FIAT;UNO;mg;;103000;6;Flex;2009;Manual;;Passeio;UNO WAY CELEB. 1.0 EVO FIRE FLEX 8V 5P;;4 portas;trava elxe9trica, vidro elxe9trico;14800;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-473656045?xtmc=fiat+uno&xtnp=53&xtcr=10;
FIAT;UNO;mg;Vermelho;100000;;Flex;2009;Manual;Sim;Passeio;UNO WAY 1.0 EVO FIRE FLEX 8V 5P;Mecxe2nica;4 portas;trava elxe9trica, alarme;14000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546396803?xtmc=fiat+uno&xtnp=53&xtcr=12;
FIAT;UNO;mg;Branco;66500;9;Flex;2006;Manual;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;alarme, trava elxe9trica, vidro elxe9trico, som;10000;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546396454?xtmc=fiat+uno&xtnp=53&xtcr=13;
FIAT;UNO;mg;Branco;103000;8;Gasolina;2004;Manual;Nxe3o;Passeio;UNO MILLE EP 2P E 4P;Hidrxe1ulica;2 portas;alarme, som;9000;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-fire-1-0-546393427?xtmc=fiat+uno&xtnp=53&xtcr=14;
